"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","팩스번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분명","위도","경도","담당자이메일","도서관 소개","설립연도","회원가입요건","대출안내","교통편","층별 설명"
"105","강동구립강일도서관","0010","강동구","서울특별시 강동구 아리수로 93길 9-14","02-427-7676","02-427-0588","http://www.gdlibrary.or.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","매주 화요일 및 법정 공휴일","공공도서관","37.56504077","127.1739073","","<p> 	21세기 지식정보시대를 맞이하여 강동구는 지역주민들이 좀 더 편리하게 정보문화를 향유할 수 있도록 4개 권역별로 구립도서관 건립사업을 추진하고 있습니다. 그 일환으로 강일도서관이 세 번째로 개관되었습니다. 강일도서관은 지역주민에게 이용자 중심의 정보서비스 다양한 문화체험과 평생교육의 기회를 제공하기 위해 내실을 다지는 한편 유비쿼터스 환경에 맞추어 미래형도서관으로 나아가고자 합니다. 또한 지식정보 소외계층을 배려하고 지역주민과 함께 소통하여 지역 정보문화 커뮤니티의 구심체 역할을 하는 도서관 상을 정립시키고자 합니다. 인터넷 혁명을 주도했던 빌 게이츠는 &quot;오늘의 나를 있게 한 것은 동네에 있던 공공도서관이었다&quot;고 말한 바 있습니다. 이 말 속에 도서관이 갖는 의미와 중요성이 함축되어 있다고 생각합니다. 이러한 도서관의 위상에 걸맞도록 아름답고 유익한 도서관 보다 선진화된 서비스가 있는 강일도서관으로 발전시키고자 합니다.</p> ","20091016"," 서울시 거주자 및 서울시 학교 재학생 직장 재직자 ","6권 이내 기본 14일 연기 7일 ","-지하철 이용시: 5호선 상일동역 하차 02번 05번 마을버스 강동공영차고지역 앞 -버스노선: 30034036137034128361321332123219 버스 강동공영차고지 앞 또는 강일동주민센터 앞 정차",""
"2699","강동구립둔촌도서관","0010","강동구","서울특별시 강동구 동남로49길 21-8","02-48-6557","","http://www.gdlibrary.or.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 화요일 및 법정 공휴일","공공도서관","37.5317867939007","127.148160430097","","","","","","",""
"63","강동구립성내도서관","0010","강동구","서울특별시 강동구 성안로 106-1","02-471-1071","02-471-1072","http://www.gdlibrary.or.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.53283244","127.1333354","","<p> 	성내도서관은 강동구의 중점사업인 생활밀착형 &lsquo;작은 도서관&rsquo; 건립사업의 첫 성과물로 주민들이 쉽게 접근하여 독서 및 문화를 자유롭게 향유할 수 있는 지역의 커뮤니티 공간이자 주민간의 결속력을 강화시키는 구심체로서 자리매김해 나가고 있음</p> ","20070410","' 서울시민 서울 소재 각급학교 재학생  서울 소재 직장 재직자 '","6권 이내 기본 14일 연기 7일 ","- 지하철이용시 : 5호선강동역 3번출구 -> 강동웨딩문화센터에서 우회전후 약 150m 직진 - 버스이용시 : 지선버스(녹색)3212 승차->동주병원앞 하자->도보2분 - 주차안내 : 일반차량 5대 장애우차량 1대 주차가능(무료주차)","- 지하1층 : 다목적홀   - 1층 : 어린이?유아 열람실   - 2층 : 종합자료실   - 3층 : 디지털자료실   - 4층 : 사무실 문화교실12"
"1067","강동구립암사도서관","0010","강동구","서울특별시 고덕로 20길 42 (암사동 471-37)","02-429-0476","02-429-0471","http://www.gdlibrary.or.kr","평일 : 09:00~22:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.55283455","127.1333221","shine21c213@igd.or.kr","","20100423"," 서울시민 누구나 ","6권 이내 기본 14일 연기 7일 ","암사역(http://www.smrt.co.kr)  8호선 암사역 1번출구  암사1동 주민센터 방면 도보 10분 340 3411번 양지시장 하차  GS선사주유소 방면 도보 5분",""
"1971","강동구립천호도서관","0010","강동구","서울특별시 강동구 성안로 31마길 1(천호3동 제2공영주차장 지상 2층)","02-488-7223","","http://www.gdlibrary.or.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.54052333","127.1340816","","","","","","",""
"96","강동구립해공도서관","0010","강동구","서울특별시 강동구 올림픽로 702","02-478-9656","02-478-9658","http://www.gdlibrary.or.kr","평일 : 09:00~22:00 주말 : 09:00~17:00","매주 화요일 및 법정 공휴일","공공도서관","37.54394314","127.1255359","","<p> 	강동구립 해공도서관은 지역 주민들이 가까이서 편리하게 이용 할 수 있는 도서관으로 지식향상에 기여하고 지역 문화의 중심적 역할을 수행하고자 합니다.</p> ","20080626"," 서울시 거주자 서울 소재 학생 서울소재 직장 재직자 ","6권 이내 기본 14일 연기 7일 ","◎ 교통편안내     - 지하철 : 5?8호선 천호역 3번출구에서 버스환승    - 버스노선 : 파랑(간선) 340번 초록(지선) 3411번","-지하1층    다목적홀     문화교실     보존서고  -1층        유아자료실   어린이자료실 수유실 -2층        종합자료실   문화교실     도서정리실 -3층        디지털자료실 일반열람실   사무실"
"1702","강동성심병원의학도서실","0010","강동구","서울특별시 강동구 성안로 150 강동성심병원 제2별관 교육연구관 5층","02-2224-2172","","http://dl.hallym.or.kr/hl/","평일 : 08:30~17:30 주말 : 08:30~13:30","토요일(격주)일요일 법정공휴일","","37.53615563","127.135336","","","","","","",""
"1262","강동육아누리도서관","0010","강동구","서울특별시 강동구 상암로 168 강동구민회관 2층 2층","02-487-3516","487-3518","www.gdkids.or.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","일요일","작은도서관","37.54573146","127.1412226","","","20120211","","","",""
"2008","강일1단지작은도서관","0010","강동구","서울특별시 강동구 아리수로 93가길25 관리동 2층","02-427-0051","","","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.56787986","127.1726055","","","","","","",""
"128","강일리버파크6단지책향기작은도서관","0010","강동구","서울특별시 강동구 아리수로94길 19 강일리버파크6단지아파트 관리사무소 2층 ","02-426-6649","","http://cafe.naver.com/gangilriverpark6","평일 : 13:00~17:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.5636621","127.1760796","","","20110408","","","",""
"133","게냇골작은도서관","0010","강동구","서울특별시 강동구 구천면로 633(상일동) 상일동 주민센터 2층 ","02-428-7041","","http://www.gdlibrary.or.kr/small/","평일 : 13:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.550583747471","127.168300419219","","","19951101","","","",""
"1558","고덕리엔파크3단지SH작은도서관","0010","강동구","서울특별시 강동구 상일로 74 고덕리엔파크3단지아파트 315동 1층 ","070-4234-0490","","http://godeokrien3library.modoo.at/","평일 : 12:00~16:00 주말 : 13:00~17:00","매주 화요일","작은도서관","37.55327315","127.176167","","","20130507","","","",""
"144","글고운작은도서관","0010","강동구","서울특별시 강동구 성내로 13 2층(성내동) 성내1동 주민센터 1층","02-475-5156","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~16:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.53047266","127.1224554","","","19950630","","","",""
"137","글마루작은도서관","0010","강동구","서울특별시 강동구 아리수로78길 43-12 2층(고덕동) 고덕2동주민센터 2층","070-8153-0560","","http://www.gdlibrary.or.kr/small/","평일 : 13:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.56474145","127.1624637","","","20130927","","","",""
"140","글익는작은도서관","0010","강동구","서울특별시 강동구 고덕로 137 3층(암사동) 암사3동주민센터 3층","02-428-1643","","http://www.gdlibrary.or.kr/small/","평일 : 13:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.56262355","127.1384359","","","19951101","","","",""
"141","글향기작은도서관","0010","강동구","서울특별시 강동구 구천면로42길 59 2층(천호동) 천호1동주민센터 2층","02-470-3613","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.55042474","127.1397249","","","19950630","","","",""
"2651","꿈누리작은도서관","0010","강동구","서울특별시 강동구 동남로 83길 87(고덕동) 1층","02-426-9469","","","월~토 : 09:00~21:00","일 법정공휴일","작은도서관","37.5590927113199","127.152275788153","","","","","","",""
"1560","늘솔길작은도서관","0010","강동구","서울특별시 강동구 양재대로156길 123 5층(고덕동) 고덕1동주민센터 5층","02-429-0423","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.56446543","127.1615646","","","20150209","","","",""
"2002","다온작은도서관","0010","강동구","서울특별시 강동구 천중로51길 52 (길동) 2층","","","","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.54313195","127.1448914","","","","","","",""
"134","도담도담북카페","0010","강동구","서울특별시 강동구 양재대로138길 37 1층(명일동) 명일1동주민센터 1층","02-427-2152","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.55462967","127.1490347","","","20130305","","","",""
"2653","또바기작은도서관","0010","강동구","서울특별시 강동구 아리수로98길 25(강일동) 2층","02-3427-0007","","","평일 : 10:00~17:00","토 일 법정공휴일","작은도서관","37.5652765727484","127.178358990921","","","","","","",""
"2007","래미안힐스테이트고덕작은도서관","0010","강동구","서울특별시 강동구 아리수로 50길 50 304동 1층","070-4640-4583","","","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.5583596","127.151086","","","","","","",""
"1263","롯데캐슬도서관","0010","강동구","서울특별시 강동구 고덕로 131 강동롯데캐슬퍼스트아파트 관리동 지하1층 ","070-8702-1899","","http://lib.gangdong.go.kr/small/main.do","평일 : 09:00~17:00 주말 : 09:00~17:30","매주 월요일일요일","작은도서관","37.55639905","127.1401469","","","20120614","","","",""
"2422","루르드의작은도서관(구 강일동성당작은도서관)","0010","강동구","서울특별시 강동구 고덕로 476 1층","02-442-1244","","","평일 : 10:00~17:00","토 일 법정공휴일","작은도서관","37.5578016","127.1764168","","","","","","",""
"78","명성교회도서관","0010","강동구","서울특별시 강동구 상암로51길 8","02-440-9140","","http://www.mslib.or.kr","평일 : 10:00~18:00 주말 : 10:00~17:30","매주 월요일","공공도서관","37.54691053","127.1462765","","<p> 	1995 년 부터 도서관이 세워진 이래로 본 도서관은 성도들 뿐 아니라 지역 주민을 섬기기 위하여 수많은 발전과 성장을 거듭해왔습니다. 현재 7만권의 장서를 보유 하고 신학도서 기독교 관련 논문 신앙도서 정기간행물 일반도서 어린이도서 시청각 자료등 다양한 국내외 자료들을 준비해 놓고 있습니다. 특별히 이번에 새로 건립된 도서관은 최고의 시설로 단장되어 국내 최고의 사설도서관으로 부족함이 없음을 자부합니다. 이제 최신식 시설들을 완비 하고 멀티미디어 자료와 각종 시청각 자료 뿐 아니라 최근 자료들까지 완비하고 명실상부한 최고의 도서관으로 여러분들을 맞이하게 될 것입니다. 명성교회 도서관은 명성교회 뿐 아니라 지역 주민을 위한 공간 입니다. 여러분들이 세상의 모든 지혜와 사랑 정보와 지식을 마음껏 공유 하며 건전하고 아름다운 문화의 주인공으로 세워지기를 바랍니다.</p> ","19950101","+ 평생회원비 10000원    + 주민등록증 지참(어린이는 의료보험증)   + 도서관 회원가입신청서","+ 대출기간 및 권수 : 1인 2책 1주일  + 연기신청 : 1회 연기(전화/인터넷가능)  + 연체료 : 1일 1책당 50원 누적   관내열람 - 본교인 지역주민 타교인을 포함한 모든 교인 관외대출 - 평생회원 가입자   전자정보실 - 중학생이상의 모든 사람 자유열람실 - 중학생이상의 모든 사람","교통편 이용      + 지하철 5호선 [굽은다리역] 하차 - 3번 출구로 나와서 400M 도보 + 버스 성남 분당에서 명일여고 앞 하차  시외 30-1 30   잠실 성내역에서 명일여고 앞 하차  일반 3411 3413   동서울 터미널(강변역)에서 명일여고 앞 하차  13 15-3 1 (마을버스 고덕지구)      수서에서 명일여고 앞 하차 16     하남에서 명일여고 앞 하차  15-3 13 15 30-1        승용차 이용      + 천호대교 → 길동사거리에서 좌회전 → 굽은다리역 사거리에서 우회전 → 100M 직진 → 신한은행 앞 신호등에서 좌회전 후 5m 직진","5 층 - 62.8㎡   기증열람실    4 층 - 75.2㎡   일반열람실    3 층 - 87.5㎡   기독교열람실 ※ 학위논문   2층 - 91.4㎡   어린이열람실 ※ 모자열람실   1층 - 96.9㎡   전자정보실(인터넷멀티미디어컴퓨터)도서관사무실   지하1층 - 119.6㎡   자유열람실(178석)   자하2층 - 112.9㎡   소극장(142석) 영상음향실 전기실 기계실"
